bg_document_id,bg_url,en_url,match_status,en_document_id
11308,https://dskbank.bg/индивидуални-клиенти/спестяване/безсрочни-спестовни-сметки/детайли-за-безсрочни-спестовни-сметки/индивидуални-продукти/детски--влог,https://dskbank.bg/en/individual-clients/savings/savings/detail-page-savings/product-group/childrens-savings-account,MATCHED,17122.0
11307,https://dskbank.bg/индивидуални-клиенти/спестяване/безсрочни-спестовни-сметки/детайли-за-безсрочни-спестовни-сметки/индивидуални-продукти/виртуална-спестовна-компонента,,UNMATCHED,
11309,https://dskbank.bg/индивидуални-клиенти/спестяване/безсрочни-спестовни-сметки/детайли-за-безсрочни-спестовни-сметки/индивидуални-продукти/безсрочен--влог,https://dskbank.bg/en/individual-clients/savings/savings/detail-page-savings/product-group/termless-deposit,MATCHED,10935.0
11299,https://dskbank.bg/индивидуални-клиенти/разплащания/сметки/детайли-за-разплащателни-продукти/индивидуални-продукти/стандартна-разплащателна-сметка,https://dskbank.bg/en/individual-clients/current-accounts-for-individual-clients/accounts/details-accounts/product-group/standard-current-account,MATCHED,10876.0
11302,https://dskbank.bg/индивидуални-клиенти/разплащания/сметки/детайли-за-разплащателни-продукти/индивидуални-продукти/сметките-със-специални-дебитни-карти-дск---старт-тийн-и-макс,https://dskbank.bg/en/individual-clients/current-accounts-for-individual-clients/accounts/details-accounts/product-group/current-accounts-with-special-debit-cards-for-kids-teens-and-youth,MATCHED,10878.0
11303,https://dskbank.bg/индивидуални-клиенти/разплащания/сметки/детайли-за-разплащателни-продукти/индивидуални-продукти/платежна-сметка-за-основни-операции,https://dskbank.bg/en/individual-clients/current-accounts-for-individual-clients/accounts/details-accounts/product-group/payment-account-for-basic-operations,MATCHED,10879.0
11300,https://dskbank.bg/индивидуални-клиенти/разплащания/сметки/детайли-за-разплащателни-продукти/индивидуални-продукти/дарителска-сметка-дск-пулс,https://dskbank.bg/en/individual-clients/current-accounts-for-individual-clients/accounts/details-accounts/product-group/donation-account-dsk-pulse,MATCHED,10877.0
11703,https://dskbank.bg/индивидуални-клиенти/кредитиране/стоков-кредит/детайли-за-стоков-кредит/индивидуални-продукти/бърз-стоков-кредит,https://dskbank.bg/en/individual-clients/loans/pos-credit/stock-loan-details/product-group/pos-loan,MATCHED,11071.0
11709,https://dskbank.bg/индивидуални-клиенти/кредитиране/потребителски-кредити/детайли-за-потребителски-кредити/индивидуални-продукти/студентски-кредит-за-студенти-и-докторанти,https://dskbank.bg/en/individual-clients/loans/consumer-loans/consumer-loans-details/product-group/students-loan,MATCHED,11088.0
10232,https://dskbank.bg/индивидуални-клиенти/кредитиране/потребителски-кредити/детайли-за-потребителски-кредити/индивидуални-продукти/стандартен-потребителски-кредит,https://dskbank.bg/en/individual-clients/loans/consumer-loans/consumer-loans-details/product-group/standard-consumer-loan,MATCHED,11092.0
